,PUMA,NP,ACCESS,BATH,BDSP,BLD,BROADBND,COMPOTHX,DIALUP,ELEFP,ELEP,FS,FULFP,GASFP,HFL,HISPEED,LAPTOP,OTHSVCEX,REFR,RMSP,RNTM,RNTP,RWAT,SATELLITE,SINK,SMARTPHONE,STOV,TABLET,TEL,TEN,VEH,WATFP,YBL,GRNTP,GRPIP,HHL,HHLANP,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPP,NR,NRC,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SRNT,SSMC,WGTP_CLT,AMI,AFF_OCC,COST_BURDALL
68,3101,1,1.0,1,0,9,1.0,2.0,2.0,3.0,40.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,1,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,0.0,3.0,21,1357.0,10.0,1.0,9500.0,4.0,160000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,165.0,7.0,6.0,0.0
69,3105,1,1.0,1,2,8,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,3,2.0,1400.0,1,2.0,1,1.0,1,2.0,1.0,3.0,0.0,3.0,18,1491.0,88.0,1.0,9500.0,6.0,20400.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,2,1,0.0,269.07,2.0,5.0,1.0
70,3103,4,1.0,1,4,7,1.0,2.0,2.0,3.0,150.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,7,2.0,2800.0,1,2.0,1,1.0,1,2.0,1.0,3.0,4.0,3.0,20,2989.0,87.0,1.0,9500.0,5.0,41100.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,77.0,3.0,7.0,1.0
71,3107,3,1.0,1,1,6,1.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,950.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,14,1043.0,16.0,4.0,1737.0,1.0,78000.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,83.15,6.0,4.0,0.0
72,3106,2,1.0,1,2,7,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1100.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,1.0,9,1200.0,18.0,1.0,9500.0,7.0,80700.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1,0.0,0.0,0.0,0.0,3,1,0.0,20.77,7.0,4.0,0.0
74,3102,3,1.0,1,3,2,1.0,2.0,2.0,3.0,100.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,590.0,1,2.0,1,1.0,1,1.0,1.0,3.0,3.0,3.0,1,819.0,11.0,1.0,9500.0,2.0,91400.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,1.0,1,1,0.0,63.83,7.0,2.0,0.0
76,3103,2,1.0,1,1,6,1.0,2.0,2.0,1.0,114.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,900.0,1,1.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,8,900.0,27.0,3.0,1290.0,5.0,40000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,44.0,4.0,4.0,0.0
77,3106,3,3.0,1,2,2,1.0,2.0,2.0,3.0,200.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,5,2.0,500.0,1,2.0,1,1.0,1,1.0,1.0,3.0,0.0,2.0,8,700.0,101.0,1.0,9500.0,3.0,1500.0,0.0,2.0,2.0,2.0,1,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,93.31,1.0,2.0,1.0
78,3107,3,1.0,1,3,2,1.0,2.0,2.0,3.0,90.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,1200.0,1,2.0,1,1.0,1,1.0,1.0,3.0,3.0,3.0,5,1390.0,18.0,1.0,9500.0,2.0,94000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,95.82,7.0,4.0,0.0
79,3101,1,1.0,1,2,2,1.0,2.0,2.0,3.0,50.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1,5,2.0,1200.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,2,1407.0,68.0,1.0,9500.0,4.0,25000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,74.0,2.0,5.0,1.0
80,3105,2,1.0,1,3,3,1.0,2.0,2.0,3.0,150.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,6,2.0,760.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,2.0,2,910.0,28.0,1.0,9500.0,3.0,38600.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,1,1,0.0,56.96,4.0,2.0,0.0
81,3106,2,1.0,1,3,9,1.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,6,2.0,1700.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,21,1805.0,11.0,1.0,9500.0,1.0,196000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,33.79,7.0,5.0,0.0
82,3103,1,3.0,1,0,7,1.0,2.0,2.0,2.0,114.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,2.0,700.0,1,2.0,1,2.0,1,2.0,1.0,3.0,0.0,3.0,4,721.0,96.0,1.0,9500.0,4.0,9000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,1,0.0,53.0,1.0,3.0,1.0
83,3104,1,1.0,1,1,7,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,850.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,6,933.0,28.0,1.0,9500.0,4.0,40500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,322.74,4.0,4.0,0.0
85,3102,1,1.0,1,0,7,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,1,2.0,730.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,6,811.0,20.0,1.0,9500.0,4.0,49000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,57.94,5.0,4.0,0.0
86,3104,1,1.0,1,2,9,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,2000.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,11,2100.0,23.0,1.0,9500.0,6.0,109800.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,105.93,7.0,7.0,0.0
87,3103,2,1.0,1,2,8,1.0,2.0,2.0,3.0,70.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,4,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,1373.0,8.0,1.0,9500.0,2.0,200000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,98.0,7.0,5.0,0.0
88,3102,2,1.0,1,3,2,1.0,2.0,2.0,3.0,130.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1,6,2.0,750.0,1,2.0,1,1.0,1,2.0,1.0,3.0,0.0,3.0,5,980.0,41.0,1.0,9500.0,3.0,29000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,90.34,2.0,3.0,1.0
89,3103,5,1.0,1,2,5,1.0,2.0,2.0,3.0,170.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,850.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,5,1020.0,25.0,2.0,1200.0,1.0,49800.0,0.0,2.0,2.0,2.0,1,1.0,1.0,5.0,3.0,0.0,0.0,3.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,223.0,4.0,4.0,0.0
90,3104,3,1.0,1,3,3,1.0,2.0,2.0,3.0,100.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,6,2.0,1500.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,1.0,8,1730.0,101.0,5.0,4500.0,1.0,8000.0,0.0,2.0,2.0,2.0,1,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1.0,1.0,2,1,0.0,354.42,1.0,5.0,1.0
91,3105,2,3.0,1,2,8,1.0,2.0,2.0,3.0,100.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1200.0,1,2.0,1,1.0,1,1.0,1.0,3.0,0.0,3.0,5,1340.0,36.0,1.0,9500.0,3.0,45000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,58.92,4.0,5.0,1.0
92,3101,1,1.0,1,2,7,1.0,2.0,2.0,3.0,120.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,1,4,2.0,880.0,1,2.0,1,1.0,1,2.0,1.0,3.0,0.0,1.0,4,1030.0,86.0,1.0,9500.0,6.0,14400.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,1,0.0,44.0,1.0,4.0,1.0
93,3108,2,1.0,1,2,7,1.0,2.0,2.0,3.0,140.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1000.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,5,1173.0,19.0,2.0,1200.0,1.0,75000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,43.86,7.0,4.0,0.0
94,3104,3,1.0,1,3,3,1.0,2.0,2.0,3.0,170.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,6,2.0,1400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,10,1650.0,29.0,1.0,9500.0,1.0,68700.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,0.0,3,1,0.0,77.22,6.0,5.0,0.0
95,3105,3,1.0,1,1,7,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,950.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,7,1030.0,16.0,1.0,9500.0,1.0,79600.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,96.24,6.0,4.0,0.0
97,3102,4,1.0,1,3,5,1.0,2.0,2.0,3.0,190.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1,5,2.0,800.0,1,1.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,6,990.0,40.0,2.0,1200.0,3.0,30000.0,0.0,3.0,3.0,3.0,1,1.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,53.03,2.0,3.0,1.0
98,3108,1,1.0,1,1,5,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1200.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,7,1330.0,26.0,2.0,1200.0,6.0,62300.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,95.46,6.0,5.0,0.0
100,3105,2,1.0,1,3,7,1.0,2.0,2.0,3.0,60.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1,7,2.0,1500.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,6,1670.0,20.0,1.0,9500.0,7.0,100000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,1.0,0.0,4.0,1,0.0,0.0,0.0,0.0,3,1,0.0,65.79,7.0,5.0,0.0
101,3105,5,1.0,1,2,8,1.0,2.0,2.0,3.0,120.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1,4,2.0,1100.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,7,1295.0,75.0,2.0,1200.0,2.0,20800.0,0.0,3.0,3.0,3.0,1,2.0,1.0,1.0,3.0,0.0,1.0,3.0,2.0,1,0.0,1.0,0.0,0.0,2,1,0.0,115.88,1.0,4.0,1.0
103,3105,1,1.0,1,1,5,1.0,2.0,2.0,3.0,40.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,3,863.0,14.0,1.0,9500.0,4.0,74000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,43.21,7.0,4.0,0.0
104,3106,4,1.0,1,3,2,1.0,2.0,2.0,3.0,90.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,8,2.0,1700.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,14,1824.0,18.0,1.0,9500.0,1.0,124000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,18.6,7.0,5.0,0.0
105,3106,1,1.0,1,4,2,1.0,2.0,2.0,3.0,140.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1,7,2.0,850.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,1,1033.0,62.0,1.0,9500.0,4.0,20000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,19.84,2.0,2.0,1.0
106,3101,1,1.0,1,2,2,1.0,2.0,2.0,3.0,60.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,1600.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,6,1745.0,26.0,1.0,9500.0,6.0,80000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,41.0,7.0,6.0,0.0
107,3105,2,1.0,1,1,6,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,3,2.0,740.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,6,826.0,14.0,2.0,1200.0,5.0,70000.0,0.0,4.0,4.0,4.0,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,2,1,0.0,118.82,6.0,3.0,0.0
108,3101,2,3.0,1,2,2,1.0,2.0,2.0,3.0,250.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1,4,2.0,560.0,1,2.0,1,2.0,1,2.0,1.0,3.0,1.0,3.0,5,1010.0,37.0,1.0,9500.0,5.0,32500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,2,1,0.0,158.0,3.0,4.0,1.0
109,3105,2,1.0,1,2,9,1.0,2.0,2.0,3.0,140.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,17,1950.0,32.0,1.0,9500.0,5.0,74200.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,46.15,7.0,6.0,1.0
110,3104,5,1.0,1,2,7,1.0,2.0,2.0,3.0,160.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,860.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,6,1020.0,20.0,2.0,1200.0,1.0,61000.0,0.0,3.0,3.0,3.0,1,1.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,153.45,4.0,4.0,0.0
111,3103,1,1.0,1,3,7,2.0,2.0,2.0,3.0,110.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,860.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,6,1012.0,40.0,1.0,9500.0,6.0,30000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,160.0,3.0,3.0,1.0
112,3108,2,1.0,1,3,2,2.0,2.0,2.0,3.0,150.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1,5,2.0,1200.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,7,1500.0,16.0,1.0,9500.0,1.0,110600.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,97.4,7.0,4.0,0.0
113,3101,1,1.0,1,2,6,1.0,2.0,2.0,3.0,150.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,890.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,5,1061.0,64.0,2.0,1200.0,4.0,20000.0,0.0,4.0,4.0,4.0,1,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,407.0,2.0,4.0,1.0
114,3102,2,1.0,1,1,6,2.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1000.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,7,1119.0,13.0,1.0,9500.0,5.0,105000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,2,1,0.0,115.88,7.0,5.0,0.0
115,3103,1,1.0,1,0,8,2.0,2.0,2.0,1.0,114.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,1,2.0,610.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,8,610.0,101.0,1.0,9500.0,4.0,7000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,63.0,1.0,2.0,1.0
117,3101,1,1.0,1,1,8,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,3,2.0,760.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,7,860.0,26.0,1.0,9500.0,4.0,40000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,266.0,4.0,4.0,0.0
118,3108,2,1.0,1,1,8,2.0,2.0,2.0,3.0,180.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,20,1282.0,13.0,1.0,9500.0,5.0,118000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,2,1,0.0,201.89,7.0,5.0,0.0
119,3104,4,1.0,1,2,3,1.0,2.0,2.0,3.0,130.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1,4,2.0,1300.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,4,1480.0,18.0,4.0,1730.0,1.0,101000.0,0.0,3.0,3.0,3.0,1,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,181.17,7.0,5.0,0.0
120,3105,1,1.0,1,2,6,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,2.0,700.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,11,780.0,101.0,1.0,9500.0,6.0,3500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,155.16,1.0,2.0,1.0
121,3105,1,1.0,1,1,7,2.0,2.0,2.0,3.0,190.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,930.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,7,1120.0,27.0,1.0,9500.0,6.0,50500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,150.25,5.0,5.0,0.0
124,3104,4,1.0,1,2,6,1.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,780.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,2.0,5,870.0,18.0,1.0,9500.0,3.0,58500.0,0.0,3.0,3.0,3.0,1,1.0,1.0,4.0,2.0,0.0,1.0,2.0,4.0,1,0.0,1.0,0.0,0.0,3,1,0.0,44.55,4.0,3.0,0.0
125,3101,1,1.0,1,0,9,1.0,2.0,2.0,3.0,40.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,1,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,19,1144.0,24.0,1.0,9500.0,6.0,57000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,26.0,6.0,5.0,0.0
126,3102,2,3.0,1,2,6,1.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,650.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,3.0,3,782.0,28.0,2.0,1200.0,2.0,34000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,63.83,3.0,2.0,0.0
127,3106,2,1.0,1,1,7,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1200.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,12,1273.0,6.0,1.0,9500.0,1.0,260000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,41.23,7.0,5.0,0.0
128,3101,2,3.0,1,2,2,1.0,2.0,2.0,3.0,70.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1,5,2.0,830.0,1,2.0,1,2.0,1,2.0,1.0,3.0,1.0,3.0,3,1056.0,65.0,1.0,9500.0,7.0,19500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,1.0,0.0,4.0,1,0.0,0.0,2.0,1.0,1,1,0.0,26.0,2.0,4.0,1.0
129,3105,2,2.0,1,2,9,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1900.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,20,1977.0,33.0,1.0,9500.0,7.0,71000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,53.03,6.0,6.0,1.0
131,3104,3,1.0,1,5,2,1.0,2.0,2.0,3.0,250.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,9,2.0,2800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,3.0,3.0,4,3143.0,9.0,1.0,9500.0,1.0,423000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,3,1,0.0,97.02,7.0,7.0,0.0
132,3103,1,1.0,1,3,2,1.0,2.0,2.0,3.0,110.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,6,2.0,970.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,5,1180.0,101.0,1.0,9500.0,6.0,12300.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,1,0.0,99.0,1.0,4.0,1.0
133,3101,2,3.0,1,3,3,1.0,2.0,2.0,3.0,200.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,6,2.0,850.0,1,2.0,1,2.0,1,1.0,1.0,3.0,1.0,3.0,4,1095.0,101.0,1.0,9500.0,3.0,10000.0,0.0,1.0,1.0,1.0,1,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,143.0,1.0,3.0,1.0
134,3102,2,1.0,1,2,7,2.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,780.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,1.0,5,870.0,21.0,2.0,1200.0,1.0,50000.0,0.0,4.0,4.0,4.0,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,55.97,5.0,3.0,0.0
135,3102,3,1.0,1,3,2,1.0,2.0,2.0,3.0,120.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1,8,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,8,1350.0,85.0,1.0,9500.0,3.0,19000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,67.76,1.0,4.0,1.0
