,PUMA,NP,ACCESS,BATH,BDSP,BLD,BROADBND,COMPOTHX,DIALUP,ELEFP,ELEP,FS,FULFP,GASFP,HFL,HISPEED,LAPTOP,OTHSVCEX,REFR,RMSP,RNTM,RNTP,RWAT,SATELLITE,SINK,SMARTPHONE,STOV,TABLET,TEL,TEN,VEH,WATFP,YBL,GRNTP,GRPIP,HHL,HHLANP,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPP,NR,NRC,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SRNT,SSMC,WGTP_CLT,AMI,AFF_OCC,COST_BURDALL
741,3103,4,1.0,1,3,8,2.0,2.0,2.0,3.0,180.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,16,1530.0,23.0,1.0,9500.0,3.0,79000.0,1.0,2.0,2.0,2.0,1,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1.0,1.0,2,1,0.0,373.0,6.0,4.0,0.0
742,3102,6,1.0,1,3,2,2.0,2.0,2.0,3.0,120.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1,7,2.0,610.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,5,880.0,36.0,4.0,2535.0,1.0,0.0,0.0,2.0,2.0,2.0,1,1.0,1.0,3.0,4.0,0.0,0.0,4.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,127.66,1.0,2.0,1.0
743,3102,2,1.0,1,2,5,1.0,2.0,2.0,3.0,180.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,4,2.0,650.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,6,830.0,22.0,1.0,9500.0,5.0,45000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,3,1,0.0,38.3,4.0,2.0,0.0
744,3108,2,1.0,1,3,2,1.0,2.0,2.0,3.0,80.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,1500.0,1,2.0,1,1.0,1,1.0,1.0,3.0,3.0,3.0,8,1730.0,24.0,1.0,9500.0,5.0,87000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,3,1,0.0,55.47,7.0,5.0,0.0
745,3101,2,1.0,1,3,3,1.0,2.0,2.0,3.0,110.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,6,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,1,1216.0,20.0,1.0,9500.0,5.0,74600.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,49.0,7.0,4.0,0.0
747,3103,1,1.0,1,1,9,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,580.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,4,650.0,26.0,1.0,9500.0,4.0,30400.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,3,1,0.0,62.0,3.0,2.0,0.0
748,3104,3,1.0,1,2,8,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,6,2.0,1000.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,8,1070.0,45.0,2.0,1200.0,3.0,28400.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,2.0,3,1,0.0,108.9,2.0,4.0,1.0
749,3102,3,1.0,1,2,7,1.0,2.0,2.0,3.0,320.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,840.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,5,1160.0,18.0,1.0,9500.0,3.0,76500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,1.0,0.0,4.0,1,0.0,0.0,0.0,0.0,2,1,0.0,309.33,6.0,4.0,0.0
750,3104,2,1.0,1,3,6,1.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,7,2.0,1400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,3,1490.0,18.0,1.0,9500.0,1.0,100400.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,2.0,3,1,0.0,112.86,7.0,4.0,0.0
751,3106,2,1.0,1,3,6,1.0,2.0,2.0,3.0,20.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,1400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,3.0,3.0,18,1505.0,16.0,1.0,9500.0,5.0,115000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,44.02,7.0,4.0,0.0
752,3104,1,1.0,1,1,9,1.0,2.0,2.0,3.0,40.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1700.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,19,1773.0,43.0,1.0,9500.0,6.0,50000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,103.95,5.0,7.0,1.0
753,3103,1,1.0,1,1,8,2.0,2.0,2.0,3.0,70.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,2.0,90.0,1,2.0,1,2.0,1,1.0,1.0,3.0,0.0,1.0,5,160.0,32.0,2.0,1200.0,6.0,6000.0,0.0,4.0,4.0,4.0,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,2,1,0.0,61.0,1.0,1.0,1.0
754,3101,2,1.0,1,3,2,1.0,2.0,2.0,3.0,70.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,6,2.0,1400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,3,1565.0,23.0,1.0,9500.0,7.0,82600.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1,0.0,0.0,0.0,0.0,2,1,0.0,112.0,7.0,5.0,0.0
755,3101,3,1.0,1,2,4,1.0,2.0,2.0,3.0,100.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1,4,2.0,700.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,6,1125.0,56.0,1.0,9500.0,1.0,24000.0,0.0,2.0,4.0,2.0,1,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,1,1,0.0,72.0,2.0,4.0,1.0
756,3103,1,1.0,1,1,9,1.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,3,2.0,800.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,3.0,7,917.0,37.0,1.0,9500.0,4.0,30000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,81.0,3.0,4.0,1.0
757,3102,5,1.0,1,2,5,1.0,2.0,2.0,3.0,130.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,7,2.0,800.0,1,2.0,1,2.0,1,1.0,1.0,3.0,2.0,2.0,4,930.0,54.0,2.0,1200.0,3.0,20500.0,0.0,2.0,2.0,2.0,1,1.0,1.0,1.0,3.0,0.0,1.0,3.0,4.0,1,0.0,1.0,0.0,0.0,3,1,0.0,66.78,1.0,3.0,1.0
758,3103,1,3.0,1,1,5,1.0,2.0,2.0,3.0,60.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1,2,2.0,230.0,1,2.0,1,2.0,1,2.0,1.0,3.0,0.0,2.0,3,290.0,29.0,1.0,9500.0,6.0,11900.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,2,1,0.0,61.0,1.0,1.0,0.0
759,3103,1,1.0,1,1,7,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,3,2.0,770.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,5,905.0,36.0,1.0,9500.0,4.0,30000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,158.0,3.0,4.0,1.0
760,3105,1,1.0,1,2,9,1.0,2.0,2.0,3.0,130.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,6,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,7,1430.0,41.0,1.0,9500.0,6.0,42000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,3,1,0.0,85.43,5.0,5.0,1.0
761,3101,1,1.0,1,1,9,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,13,1367.0,25.0,4.0,1960.0,6.0,65000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,88.0,7.0,5.0,0.0
762,3103,5,1.0,1,2,7,1.0,2.0,2.0,3.0,130.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,800.0,1,2.0,1,1.0,1,1.0,2.0,3.0,1.0,3.0,5,1022.0,21.0,3.0,1500.0,2.0,59300.0,0.0,2.0,4.0,2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1,1.0,1.0,1.0,0.0,2,1,0.0,157.0,4.0,4.0,0.0
763,3105,1,1.0,1,2,3,2.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,930.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,20,990.0,47.0,1.0,9500.0,6.0,25200.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,3,1,0.0,31.42,2.0,3.0,1.0
764,3106,2,1.0,1,3,2,1.0,2.0,2.0,3.0,60.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,6,2.0,1500.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,9,1718.0,23.0,1.0,9500.0,1.0,88220.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,2.0,3,1,0.0,18.29,7.0,5.0,0.0
765,3105,2,1.0,1,2,9,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,2100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,19,2241.0,32.0,1.0,9500.0,1.0,85000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,73.65,7.0,7.0,1.0
766,3105,1,1.0,1,1,9,1.0,2.0,2.0,3.0,70.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1,3,2.0,1600.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,12,1685.0,29.0,1.0,9500.0,4.0,70000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,54.01,7.0,7.0,0.0
767,3106,1,1.0,1,1,9,1.0,2.0,2.0,3.0,50.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,3,2.0,1200.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,17,1250.0,8.0,1.0,9500.0,6.0,200000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,35.96,7.0,5.0,0.0
768,3103,2,1.0,1,1,7,2.0,2.0,2.0,3.0,90.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,830.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,12,931.0,30.0,1.0,9500.0,3.0,37000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,3,1,0.0,107.0,4.0,4.0,1.0
769,3108,1,1.0,1,1,8,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,800.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,8,872.0,21.0,1.0,9500.0,4.0,50000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,59.99,5.0,4.0,0.0
770,3107,3,1.0,1,4,2,1.0,2.0,2.0,3.0,130.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1,7,2.0,1400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,3.0,3.0,7,1588.0,34.0,1.0,9500.0,7.0,56500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,21.29,5.0,4.0,1.0
771,3101,2,1.0,1,2,8,1.0,2.0,2.0,3.0,100.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,4,2.0,1300.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,3.0,11,1408.0,40.0,1.0,9500.0,7.0,42000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,51.0,4.0,5.0,1.0
772,3101,1,2.0,1,1,9,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,2.0,250.0,1,2.0,1,2.0,1,2.0,1.0,3.0,1.0,2.0,14,300.0,30.0,1.0,9500.0,6.0,12000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,1,0.0,34.0,1.0,1.0,1.0
773,3101,1,3.0,1,0,9,1.0,2.0,2.0,1.0,114.0,2.0,2.0,3.0,9.0,1.0,2.0,2.0,1,1,2.0,2000.0,1,2.0,1,2.0,1,2.0,1.0,3.0,0.0,1.0,1,2000.0,36.0,1.0,9500.0,4.0,0.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,3,1,0.0,32.0,1.0,7.0,1.0
774,3103,2,1.0,1,3,2,1.0,2.0,2.0,3.0,150.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,6,2.0,950.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,6,1160.0,26.0,1.0,9500.0,3.0,54000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,222.0,5.0,4.0,0.0
775,3102,2,1.0,1,2,6,1.0,2.0,2.0,3.0,90.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,7,1393.0,11.0,3.0,1170.0,1.0,150000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,54.99,7.0,5.0,0.0
776,3102,7,1.0,1,4,2,1.0,2.0,2.0,3.0,330.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,370.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,1,711.0,91.0,1.0,9500.0,3.0,9330.0,0.0,3.0,3.0,3.0,1,1.0,1.0,1.0,6.0,0.0,0.0,6.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,71.69,1.0,1.0,1.0
777,3105,4,1.0,1,3,7,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,6,2.0,500.0,1,2.0,1,1.0,1,2.0,1.0,3.0,0.0,2.0,8,550.0,37.0,1.0,9500.0,3.0,17780.0,0.0,2.0,2.0,2.0,1,1.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,1,1,0.0,43.21,1.0,1.0,1.0
778,3105,2,3.0,1,2,7,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,890.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,7,990.0,56.0,2.0,1200.0,5.0,21300.0,0.0,4.0,4.0,4.0,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,105.07,2.0,3.0,1.0
779,3103,3,1.0,1,2,6,1.0,2.0,2.0,3.0,110.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,700.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,4,810.0,17.0,1.0,9500.0,3.0,57700.0,0.0,2.0,2.0,2.0,1,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,230.0,5.0,2.0,0.0
780,3108,2,1.0,1,2,7,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,4,2.0,1000.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,5,1100.0,44.0,1.0,9500.0,2.0,30000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,103.85,3.0,4.0,1.0
781,3103,4,1.0,1,2,6,1.0,2.0,2.0,3.0,70.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1,4,2.0,830.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,5,900.0,49.0,3.0,1500.0,1.0,22000.0,0.0,1.0,1.0,1.0,1,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,204.0,1.0,3.0,1.0
782,3102,1,1.0,1,2,7,1.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,690.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,2.0,8,780.0,12.0,1.0,9500.0,6.0,80000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,43.21,7.0,2.0,0.0
783,3105,5,1.0,1,2,8,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,4,2.0,1100.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,3.0,14,1210.0,41.0,2.0,1200.0,2.0,35000.0,0.0,3.0,3.0,3.0,1,2.0,1.0,1.0,3.0,0.0,1.0,3.0,2.0,1,0.0,1.0,0.0,0.0,2,1,0.0,130.61,2.0,4.0,1.0
784,3106,2,1.0,1,3,2,1.0,2.0,2.0,3.0,230.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1,6,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,12,1365.0,13.0,1.0,9500.0,7.0,130000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1,0.0,0.0,0.0,0.0,1,1,0.0,20.77,7.0,4.0,0.0
785,3105,1,1.0,1,1,7,1.0,2.0,2.0,3.0,120.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,500.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,7,620.0,13.0,1.0,9500.0,4.0,58000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,98.2,6.0,2.0,0.0
787,3108,4,1.0,1,2,7,2.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,5,2.0,1400.0,1,2.0,1,1.0,1,1.0,2.0,3.0,2.0,3.0,7,1503.0,20.0,2.0,1200.0,1.0,90000.0,0.0,1.0,1.0,1.0,1,1.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,49.67,7.0,5.0,0.0
788,3106,2,1.0,1,3,3,1.0,2.0,2.0,3.0,160.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,210.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,8,464.0,26.0,1.0,9500.0,3.0,21700.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,22.63,2.0,1.0,0.0
789,3101,2,1.0,1,1,5,2.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,650.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,6,750.0,36.0,1.0,9500.0,2.0,25000.0,0.0,2.0,4.0,2.0,1,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1.0,0.0,1,1,0.0,35.0,2.0,3.0,1.0
790,3101,2,1.0,1,2,9,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,17,1875.0,28.0,2.0,1200.0,7.0,80000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,25.0,7.0,6.0,0.0
791,3101,1,1.0,1,2,9,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,2800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,20,2877.0,29.0,1.0,9500.0,4.0,120500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,1,0.0,91.0,7.0,7.0,0.0
792,3103,2,3.0,1,2,6,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,1100.0,1,2.0,1,2.0,1,1.0,1.0,3.0,2.0,3.0,5,1252.0,3.0,1.0,9500.0,2.0,446400.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,396.0,7.0,4.0,0.0
793,3107,2,1.0,1,2,7,1.0,2.0,2.0,3.0,70.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,980.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,11,1073.0,33.0,1.0,9500.0,1.0,39000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,44.11,4.0,4.0,1.0
794,3103,1,1.0,1,1,8,1.0,2.0,2.0,3.0,280.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,2.0,1200.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,6,1518.0,101.0,1.0,9500.0,6.0,16000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,2,1,0.0,193.0,2.0,6.0,1.0
795,3105,2,3.0,1,3,2,1.0,2.0,2.0,3.0,390.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,6,2.0,100.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,5,506.0,18.0,1.0,9500.0,1.0,33600.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,119.8,3.0,1.0,0.0
796,3101,2,1.0,1,2,3,1.0,2.0,2.0,3.0,120.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,3,2.0,1400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,8,1590.0,18.0,1.0,9500.0,1.0,106000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,51.0,7.0,5.0,0.0
799,3103,1,1.0,1,1,9,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,2,2.0,760.0,1,2.0,1,1.0,1,2.0,1.0,3.0,0.0,3.0,6,870.0,36.0,1.0,9500.0,6.0,29100.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,132.0,3.0,4.0,1.0
800,3104,2,1.0,1,2,8,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1,4,2.0,1600.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,8,1652.0,41.0,4.0,2000.0,1.0,48600.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,122.76,5.0,5.0,1.0
801,3105,1,1.0,1,1,9,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1500.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,20,1555.0,34.0,3.0,1140.0,4.0,55000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,55.97,6.0,6.0,1.0
802,3105,1,1.0,1,2,8,1.0,2.0,2.0,3.0,50.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1,6,2.0,1068.0,1,2.0,1,1.0,1,1.0,1.0,4.0,1.0,1.0,8,1218.0,36.0,1.0,9500.0,6.0,81700.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,1,0.0,60.88,7.0,1.0,0.0
