,PUMA,NP,ACCESS,BATH,BDSP,BLD,BROADBND,COMPOTHX,DIALUP,ELEFP,ELEP,FS,FULFP,GASFP,HFL,HISPEED,LAPTOP,OTHSVCEX,REFR,RMSP,RNTM,RNTP,SATELLITE,SMARTPHONE,TABLET,TEL,TEN,VEH,WATFP,YBL,GRPIP,HHL,HHLANP,HHT,HINCP,HUPAC,KIT,LNGI,MULTG,MV,NOC,NPP,NR,PARTNER,PSF,R18,R65,RESMODE,SRNT,SSMC,WGTP_CLT,AMI,AFF_OCC,COST_BURDALL,Cluster
228,3104,2,1.0,1,2,7,1.0,1.0,2.0,3.0,140.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1500.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,5,27.0,1.0,9500.0,1.0,75300.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,1,0.0,98.01,7.0,6.0,0.0,Cluster 0
229,3104,4,1.0,1,4,1,1.0,2.0,2.0,3.0,140.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,9,2.0,2800.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,7,24.0,3.0,1235.0,1.0,153400.0,2.0,1,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,252.45,7.0,7.0,0.0,Cluster 3
230,3103,3,1.0,1,3,2,1.0,2.0,2.0,3.0,110.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,7,2.0,1100.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,6,22.0,1.0,9500.0,5.0,73500.0,4.0,1,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3,1,0.0,34.0,6.0,4.0,0.0,Cluster 0
231,3103,1,1.0,1,1,7,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,3,2.0,1000.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,11,20.0,1.0,9500.0,6.0,64000.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,206.0,7.0,4.0,0.0,Cluster 0
232,3107,1,1.0,1,1,7,2.0,2.0,2.0,3.0,40.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1100.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,8,36.0,1.0,9500.0,4.0,0.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,120.16,1.0,5.0,1.0,Cluster 1
233,3104,1,1.0,1,2,8,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1300.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,19,17.0,1.0,9500.0,6.0,100000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,64.35,7.0,5.0,0.0,Cluster 0
234,3102,1,1.0,1,1,7,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,880.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,8,26.0,1.0,9500.0,6.0,44600.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,68.74,5.0,4.0,0.0,Cluster 0
235,3105,2,1.0,1,2,5,1.0,2.0,2.0,2.0,114.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,6,2.0,1400.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,5,15.0,1.0,9500.0,7.0,110000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3,1,0.0,52.05,7.0,5.0,0.0,Cluster 0
236,3106,1,1.0,1,1,7,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,910.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,8,31.0,1.0,9500.0,4.0,38000.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,76.57,4.0,4.0,1.0,Cluster 1
237,3101,5,1.0,1,3,6,1.0,2.0,2.0,3.0,240.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,1100.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,4,31.0,2.0,1200.0,3.0,53200.0,2.0,1,1.0,1.0,4.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,2,1,0.0,155.0,4.0,4.0,1.0,Cluster 3
238,3108,2,1.0,1,1,8,1.0,2.0,2.0,3.0,150.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1,2,2.0,850.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,7,21.0,2.0,1200.0,1.0,58000.0,4.0,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,115.46,5.0,4.0,0.0,Cluster 0
239,3102,2,1.0,1,2,8,1.0,2.0,2.0,3.0,140.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,1100.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,9,55.0,1.0,9500.0,5.0,27200.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0.0,38.3,2.0,4.0,1.0,Cluster 1
240,3104,2,1.0,1,1,5,1.0,2.0,1.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,720.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,6,12.0,1.0,9500.0,1.0,80000.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,70.29,7.0,3.0,0.0,Cluster 0
241,3101,1,1.0,1,0,9,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,1,2.0,1200.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,20,28.0,1.0,9500.0,6.0,54000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,37.0,6.0,5.0,0.0,Cluster 0
242,3103,3,1.0,1,3,7,1.0,2.0,2.0,3.0,320.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,1300.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,6,44.0,1.0,9500.0,1.0,46100.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,184.0,4.0,5.0,1.0,Cluster 3
243,3105,1,3.0,1,0,9,1.0,2.0,2.0,1.0,114.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,1,1.0,1300.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,6,27.0,1.0,9500.0,6.0,58000.0,4.0,2,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,0.0,279.87,6.0,6.0,0.0,Cluster 2
244,3104,4,1.0,1,3,2,1.0,2.0,2.0,3.0,90.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,6,2.0,1000.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,6,23.0,1.0,9500.0,3.0,60000.0,3.0,1,1.0,1.0,3.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,1,1,0.0,67.32,5.0,4.0,0.0,Cluster 3
245,3101,2,1.0,1,1,8,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1400.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,13,23.0,4.0,1737.0,1.0,80000.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,99.0,7.0,6.0,0.0,Cluster 0
246,3101,2,1.0,1,3,5,1.0,2.0,2.0,3.0,140.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,930.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,5,19.0,1.0,9500.0,5.0,69000.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3,1,0.0,25.0,6.0,3.0,0.0,Cluster 0
247,3106,5,3.0,1,3,1,1.0,2.0,2.0,3.0,300.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1,5,2.0,600.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,7,22.0,2.0,1200.0,1.0,48300.0,1.0,1,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,72.23,4.0,2.0,0.0,Cluster 3
248,3102,1,1.0,1,3,2,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,5,2.0,800.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,5,23.0,1.0,9500.0,6.0,50000.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,54.01,5.0,2.0,0.0,Cluster 1
249,3103,2,1.0,1,3,7,2.0,2.0,2.0,1.0,114.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,450.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,7,101.0,1.0,9500.0,7.0,4000.0,4.0,1,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0.0,61.0,1.0,1.0,1.0,Cluster 2
250,3107,1,1.0,1,1,8,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,800.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,5,54.0,1.0,9500.0,4.0,20000.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,96.84,2.0,4.0,1.0,Cluster 1
251,3101,3,1.0,1,2,2,1.0,2.0,2.0,3.0,70.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,1500.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1,14.0,1.0,9500.0,3.0,139050.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1,1,0.0,47.0,7.0,5.0,0.0,Cluster 0
252,3104,2,1.0,1,1,8,1.0,2.0,2.0,3.0,100.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1,2,2.0,1400.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,12,36.0,1.0,9500.0,1.0,50000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,202.95,5.0,6.0,1.0,Cluster 0
253,3102,2,3.0,1,2,6,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,620.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0,7,101.0,1.0,9500.0,3.0,8000.0,1.0,1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,127.66,1.0,2.0,1.0,Cluster 1
254,3105,2,1.0,1,3,2,1.0,2.0,2.0,3.0,190.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,1900.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3,17.0,1.0,9500.0,1.0,148610.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,207.2,7.0,6.0,0.0,Cluster 0
255,3101,3,3.0,1,3,4,1.0,2.0,2.0,3.0,90.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1,5,2.0,900.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,6,74.0,1.0,9500.0,3.0,18200.0,2.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,131.0,1.0,3.0,1.0,Cluster 3
256,3106,2,1.0,1,3,6,1.0,2.0,2.0,3.0,130.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,7,2.0,1400.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,7,26.0,1.0,9500.0,3.0,72000.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,27.9,7.0,4.0,0.0,Cluster 0
257,3108,5,1.0,1,4,2,2.0,2.0,2.0,3.0,100.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,8,2.0,1800.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,11,36.0,1.0,9500.0,3.0,64900.0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,105.14,5.0,5.0,1.0,Cluster 3
258,3106,1,1.0,1,2,7,1.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1,6,2.0,1600.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,21,48.0,1.0,9500.0,6.0,43000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,35.03,5.0,6.0,1.0,Cluster 0
259,3107,1,1.0,1,3,2,1.0,2.0,2.0,3.0,200.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1,8,2.0,1900.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,6,15.0,1.0,9500.0,6.0,170000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,62.36,7.0,6.0,0.0,Cluster 0
260,3103,2,1.0,1,2,7,1.0,2.0,2.0,3.0,120.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1400.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,7,22.0,1.0,9500.0,1.0,82000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,95.0,7.0,5.0,0.0,Cluster 0
261,3106,1,1.0,1,0,9,1.0,2.0,2.0,1.0,114.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,1,2.0,620.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,7,13.0,1.0,9500.0,4.0,58000.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,30.07,6.0,2.0,0.0,Cluster 2
262,3102,5,3.0,1,3,2,1.0,2.0,2.0,3.0,100.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1,5,2.0,1100.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3,47.0,1.0,9500.0,3.0,40800.0,3.0,1,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,114.89,3.0,5.0,1.0,Cluster 3
263,3108,4,1.0,1,2,8,1.0,1.0,2.0,3.0,80.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,1800.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,4,21.0,4.0,2575.0,1.0,110000.0,3.0,1,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0.0,56.76,7.0,6.0,0.0,Cluster 3
264,3102,1,1.0,1,2,2,2.0,2.0,2.0,3.0,270.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,6,2.0,600.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0,6,39.0,1.0,9500.0,4.0,28000.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,110.97,3.0,3.0,1.0,Cluster 1
265,3103,1,1.0,1,1,7,2.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,890.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,8,22.0,1.0,9500.0,6.0,55000.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,373.0,6.0,4.0,0.0,Cluster 0
266,3102,2,1.0,1,1,2,2.0,2.0,2.0,3.0,170.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1,3,2.0,750.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3,39.0,1.0,9500.0,5.0,32000.0,4.0,1,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,119.8,3.0,4.0,1.0,Cluster 1
267,3103,1,1.0,1,2,7,2.0,2.0,2.0,1.0,114.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,450.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,6,45.0,3.0,1350.0,6.0,12000.0,4.0,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,235.0,1.0,1.0,1.0,Cluster 2
268,3101,1,1.0,1,1,8,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1100.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,14,19.0,1.0,9500.0,6.0,76000.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,200.0,7.0,5.0,0.0,Cluster 0
269,3101,1,1.0,1,2,2,1.0,2.0,2.0,3.0,60.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,900.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2,25.0,1.0,9500.0,4.0,49200.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,52.0,5.0,4.0,0.0,Cluster 1
270,3101,1,1.0,1,2,9,1.0,2.0,2.0,3.0,130.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1,4,2.0,810.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,6,13.0,1.0,9500.0,6.0,105000.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,107.0,7.0,4.0,0.0,Cluster 0
271,3101,3,1.0,1,2,3,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,1100.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,6,15.0,2.0,1200.0,3.0,95000.0,2.0,1,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0.0,79.0,7.0,4.0,0.0,Cluster 3
272,3102,1,1.0,1,1,9,1.0,2.0,2.0,3.0,90.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1,3,2.0,600.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,12,31.0,1.0,9500.0,6.0,27000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,39.28,3.0,2.0,1.0,Cluster 1
273,3104,1,1.0,1,1,9,2.0,2.0,2.0,1.0,114.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,2800.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,7,34.0,1.0,9500.0,6.0,99600.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,0.0,345.51,7.0,7.0,1.0,Cluster 2
274,3105,1,1.0,1,1,8,2.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,940.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,7,31.0,1.0,9500.0,6.0,38000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,247.46,4.0,4.0,1.0,Cluster 1
275,3106,1,1.0,1,1,8,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,3,2.0,1000.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,8,101.0,1.0,9500.0,6.0,8820.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,16.74,1.0,4.0,1.0,Cluster 1
276,3106,5,1.0,1,4,2,1.0,2.0,2.0,3.0,140.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,9,2.0,1600.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,8,101.0,1.0,9500.0,1.0,22300.0,2.0,1,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0,27.28,1.0,5.0,1.0,Cluster 3
277,3101,5,1.0,1,3,8,1.0,2.0,2.0,3.0,130.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,980.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,6,33.0,2.0,1200.0,1.0,45300.0,2.0,1,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,128.0,3.0,4.0,1.0,Cluster 3
278,3101,1,1.0,1,0,9,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,1,2.0,1200.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,19,53.0,1.0,9500.0,4.0,28700.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,79.0,3.0,5.0,1.0,Cluster 0
279,3107,2,1.0,1,2,7,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,860.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,10,10.0,4.0,1970.0,5.0,108400.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0.0,78.59,7.0,3.0,0.0,Cluster 0
280,3106,1,3.0,1,2,3,1.0,2.0,2.0,3.0,110.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1600.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,10,92.0,1.0,9500.0,6.0,22200.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,19.22,2.0,6.0,1.0,Cluster 1
281,3104,5,1.0,1,4,2,1.0,2.0,2.0,3.0,130.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,8,2.0,2100.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,6,21.0,1.0,9500.0,2.0,130000.0,2.0,1,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0.0,105.93,7.0,6.0,0.0,Cluster 3
282,3104,1,1.0,1,1,6,1.0,1.0,2.0,3.0,140.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1,2,2.0,1100.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,6,66.0,1.0,9500.0,4.0,23000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,89.1,2.0,5.0,1.0,Cluster 1
283,3101,1,3.0,1,1,7,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,2.0,700.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,5,36.0,1.0,9500.0,6.0,0.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,170.0,1.0,3.0,1.0,Cluster 1
284,3108,1,1.0,1,0,7,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,1,2.0,920.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,6,34.0,1.0,9500.0,6.0,35000.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,35.48,4.0,4.0,1.0,Cluster 1
285,3101,1,1.0,1,1,9,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1200.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,21,27.0,1.0,9500.0,4.0,55000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,29.0,6.0,5.0,0.0,Cluster 0
286,3107,4,1.0,1,3,2,1.0,2.0,2.0,3.0,110.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,1400.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,13,30.0,1.0,9500.0,1.0,66000.0,2.0,1,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0.0,48.67,5.0,5.0,1.0,Cluster 3
287,3103,1,1.0,1,1,7,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,980.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,7,21.0,1.0,9500.0,6.0,62000.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,75.0,6.0,4.0,0.0,Cluster 0
288,3108,3,1.0,1,1,8,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1100.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,5,13.0,4.0,1765.0,1.0,113000.0,1.0,1,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0.0,65.15,7.0,5.0,0.0,Cluster 3
289,3104,2,1.0,1,2,7,1.0,2.0,2.0,3.0,80.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,7,2.0,1500.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,5,26.0,1.0,9500.0,3.0,75500.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0.0,97.02,7.0,5.0,0.0,Cluster 0
290,3105,2,1.0,1,1,7,1.0,2.0,2.0,3.0,30.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,770.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5,36.0,2.0,1200.0,1.0,26500.0,4.0,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,126.68,2.0,3.0,1.0,Cluster 1
291,3105,3,1.0,1,3,8,1.0,2.0,2.0,3.0,170.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,1300.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,7,88.0,1.0,9500.0,3.0,20600.0,3.0,1,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,165.96,1.0,4.0,1.0,Cluster 3
292,3102,3,1.0,1,2,7,1.0,2.0,2.0,3.0,180.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,840.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,6,52.0,2.0,1200.0,2.0,25000.0,2.0,1,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1,0.0,249.43,2.0,4.0,1.0,Cluster 3
293,3105,3,1.0,1,3,2,1.0,2.0,2.0,3.0,180.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,6,2.0,850.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2,3.0,1.0,9500.0,1.0,446500.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,58.92,7.0,3.0,0.0,Cluster 0
